chrom1,start1,end1,chrom2,start2,end2,name,Zscore,strand1,strand2
chr12,106653929,106657677,chr12,106658838,106663386,31848,1e-10,.,.
chr12,106675095,106680727,chr12,106818030,106823276,31850,1e-10,.,.
chr12,106783982,106787322,chr12,106791795,106795514,31851,1e-10,.,.
chr12,106805306,106808019,chr12,106812814,106815855,31852,1e-10,.,.
chr12,106807447,106810540,chr12,106818434,106821542,31853,1e-10,.,.
chr12,106975694,106977855,chr12,106991634,106994832,31856,1e-10,.,.
chr12,106981758,106984938,chr12,106987864,106991766,31857,1e-10,.,.
chr12,107022472,107025466,chr12,107027751,107030798,31858,1e-10,.,.
chr12,107031493,107034373,chr12,107088986,107092464,31860,1e-10,.,.
chr12,107074358,107076905,chr12,107081671,107085584,31863,1e-10,.,.
chr12,107087600,107093712,chr12,107095062,107100032,31864,1e-10,.,.
chr12,107116070,107119055,chr12,107121891,107124611,31865,1e-10,.,.
chr12,107176615,107181217,chr12,107185064,107188744,31867,1e-10,.,.
chr12,107181600,107185410,chr12,107186424,107190252,31868,1e-10,.,.
chr12,107198825,107201934,chr12,107204257,107207601,31869,1e-10,.,.
chr12,107231019,107233739,chr12,107236859,107240021,31870,1e-10,.,.
chr12,107287231,107291020,chr12,107306529,107308415,31873,1e-10,.,.
chr12,107414251,107417600,chr12,107422109,107427282,31876,1e-10,.,.
chr12,107431923,107436745,chr12,107474992,107480855,31879,1e-10,.,.
chr12,107432986,107435223,chr12,107521317,107524106,31880,1e-10,.,.
chr12,107433380,107436609,chr12,107536778,107538684,31881,1e-10,.,.
chr12,107433824,107437561,chr12,107545242,107548790,31882,3.09e-09,.,.
chr12,107441586,107445275,chr12,107480061,107483095,31883,1.34e-10,.,.
chr12,107447712,107451297,chr12,107460443,107463456,31885,1e-10,.,.
chr12,107449990,107461634,chr12,107476516,107483935,31887,1e-10,.,.
chr12,107452133,107456531,chr12,107468340,107473488,31888,1e-10,.,.
chr12,107460295,107463113,chr12,107466671,107468819,31889,1e-10,.,.
chr12,107466848,107469359,chr12,107775013,107777273,31891,1e-10,.,.
chr12,107473575,107484511,chr12,107534611,107551518,31892,1e-10,.,.
chr12,107477536,107483101,chr12,108013526,108018062,31893,1e-10,.,.
chr12,107477601,107482087,chr12,107648713,107651435,31894,1e-10,.,.
chr12,107477619,107482774,chr12,107606851,107615180,31895,1e-10,.,.
chr12,107477869,107482783,chr12,107514675,107519131,31896,1e-10,.,.
chr12,107477901,107481633,chr12,107747529,107751585,31897,2.46e-10,.,.
chr12,107478596,107481666,chr12,107520418,107524591,31898,1e-10,.,.
chr12,107478704,107481078,chr12,107505659,107508971,31899,2.69e-10,.,.
chr12,107478731,107482111,chr12,107717305,107719988,31900,2.27e-10,.,.
chr12,107478835,107481521,chr12,107721604,107723633,31901,1e-10,.,.
chr12,107478887,107482395,chr12,107580445,107583661,31902,1.62e-09,.,.
chr12,107478932,107482957,chr12,107773881,107777243,31903,1e-10,.,.
chr12,107478953,107483802,chr12,107529858,107533634,31904,1e-10,.,.
chr12,107479175,107482239,chr12,107500305,107503196,31905,1e-10,.,.
chr12,107479500,107481880,chr12,107754994,107758527,31906,1.03e-09,.,.
chr12,107482247,107485000,chr12,107505352,107509054,31907,1e-10,.,.
chr12,107486789,107490591,chr12,107546743,107549351,31908,1e-10,.,.
chr12,107493679,107496874,chr12,107499219,107502953,31909,1e-10,.,.
chr12,107499639,107502662,chr12,107517688,107520171,31910,1e-10,.,.
chr12,107505296,107510424,chr12,107514620,107519237,31911,1e-10,.,.
chr12,107513046,107514850,chr12,107529477,107531689,31913,1e-10,.,.
chr12,107517525,107520564,chr12,107546485,107549297,31914,1.02e-10,.,.
chr12,107521688,107524371,chr12,107547439,107550216,31915,1e-10,.,.
chr12,107545121,107551378,chr12,107604085,107612207,31918,1e-10,.,.
chr12,107545240,107548947,chr12,107593810,107597341,31919,1e-10,.,.
chr12,107545431,107551480,chr12,107646477,107653941,31920,1e-10,.,.
chr12,107545796,107548457,chr12,107727505,107729297,31921,1e-10,.,.
chr12,107546322,107548176,chr12,107772593,107775569,31922,4.84e-09,.,.
chr12,107546549,107549255,chr12,107720100,107721681,31923,1.02e-10,.,.
chr12,107546696,107548872,chr12,107754635,107757766,31924,7.85e-10,.,.
chr12,107560963,107564055,chr12,107649257,107652687,31925,3.79e-10,.,.
chr12,107567976,107572204,chr12,107648015,107650255,31926,8.27e-10,.,.
chr12,107579761,107582917,chr12,108013520,108016448,31928,1.03e-10,.,.
chr12,107580393,107590680,chr12,107647948,107653937,31929,1e-10,.,.
chr12,107580532,107585103,chr12,107718586,107724798,31930,1e-10,.,.
chr12,107581639,107583815,chr12,107635698,107639814,31931,1e-10,.,.
chr12,107581863,107584931,chr12,107643404,107647715,31932,1e-10,.,.
chr12,107584145,107586863,chr12,107631766,107635117,31933,1e-10,.,.
chr12,107586825,107589100,chr12,107625716,107628426,31934,1e-10,.,.
chr12,107586971,107589406,chr12,107592435,107595829,31935,1e-10,.,.
chr12,107587499,107590003,chr12,107610112,107613187,31936,1e-10,.,.
chr12,107589926,107591685,chr12,107594750,107598719,31937,1e-10,.,.
chr12,107608023,107609617,chr12,107773946,107775870,31939,9.16e-10,.,.
chr12,107609098,107611236,chr12,107746891,107750323,31940,1e-10,.,.
chr12,107646673,107651531,chr12,107715734,107723026,31941,1e-10,.,.
chr12,107646924,107652068,chr12,107772339,107776407,31942,1e-10,.,.
chr12,107648061,107653132,chr12,107753829,107756790,31943,1e-10,.,.
chr12,107664994,107666892,chr12,107683243,107687023,31944,1e-10,.,.
chr12,107694960,107697427,chr12,107701206,107705142,31945,1e-10,.,.
chr12,107699609,107702225,chr12,107773957,107776173,31947,1e-10,.,.
chr12,107714436,107717536,chr12,107739063,107741843,31950,1e-10,.,.
chr12,107773147,107775858,chr12,107811605,107814844,31954,1e-10,.,.
chr12,107773911,107776967,chr12,107788024,107790141,31955,1e-10,.,.
chr12,107792024,107794807,chr12,107796360,107800031,31956,1e-10,.,.
chr12,107803550,107807352,chr12,107809962,107813658,31957,1e-10,.,.
chr12,107824905,107828198,chr12,107829886,107833424,31958,1e-10,.,.
chr12,107973369,107976933,chr12,108014061,108017384,31960,1e-10,.,.
chr12,107973513,107977428,chr12,108011621,108013791,31961,1e-10,.,.
chr12,107980049,107985615,chr12,107987419,107992714,31962,1e-10,.,.
chr12,108013617,108017322,chr12,108031495,108034219,31964,1e-10,.,.
chr12,108014222,108017624,chr12,108025062,108028585,31965,1e-10,.,.
chr12,108018947,108021535,chr12,108035192,108037924,31967,1e-10,.,.
chr12,108055395,108058834,chr12,108068421,108071977,31969,1e-10,.,.
chr12,108068358,108073007,chr12,108074585,108076839,31970,1e-10,.,.
chr12,108076053,108079448,chr12,108087809,108089607,31971,1e-10,.,.
chr12,108079125,108080824,chr12,108084635,108087225,31972,1e-10,.,.
chr12,108094860,108098280,chr12,108099975,108102980,31973,1e-10,.,.
chr12,108160479,108164340,chr12,108167850,108169616,31974,1e-10,.,.
chr12,108178989,108182271,chr12,108184715,108187721,31975,1e-10,.,.
chr12,108184138,108187964,chr12,108307472,108311990,31976,1e-10,.,.
chr12,108198167,108201490,chr12,108205588,108210134,31977,1e-10,.,.
chr12,108201660,108205045,chr12,108207804,108211415,31978,1e-10,.,.
chr12,108222347,108226067,chr12,108237443,108239465,31979,1e-10,.,.
chr12,108253251,108256030,chr12,108258988,108262101,31982,1e-10,.,.
chr12,108352625,108356164,chr12,108399589,108402723,31983,1e-10,.,.
chr12,108378754,108380950,chr12,108394747,108397692,31986,1e-10,.,.
chr12,108397910,108400199,chr12,108438184,108441490,31988,1e-10,.,.
chr12,108398278,108401735,chr12,108419890,108426579,31989,1e-10,.,.
chr12,108399927,108403163,chr12,108432069,108435522,31990,1e-10,.,.
chr12,108407572,108413229,chr12,108414256,108424612,31991,1e-10,.,.
chr12,108424819,108427325,chr12,108435245,108437794,31993,1e-10,.,.
chr12,108430124,108432809,chr12,108440725,108444619,31994,1e-10,.,.
chr12,108434264,108437453,chr12,108440740,108442842,31995,1e-10,.,.
chr12,108436303,108439252,chr12,108457152,108460000,31996,1e-10,.,.
chr12,108473903,108477237,chr12,108688617,108691099,31999,1e-10,.,.
chr12,108541524,108544915,chr12,108550070,108552844,32001,1e-10,.,.
chr12,108545792,108548716,chr12,108634739,108637388,32002,1e-10,.,.
chr12,108572859,108575984,chr12,108578295,108581623,32003,1e-10,.,.
chr12,108578319,108581005,chr12,108589974,108593374,32004,1e-10,.,.
chr12,108592172,108595992,chr12,108635933,108638760,32005,1e-10,.,.
chr12,108605887,108610480,chr12,108611735,108616757,32006,1e-10,.,.
chr12,108611500,108617628,chr12,108634153,108637531,32007,1e-10,.,.
chr12,108611893,108615592,chr12,108624278,108628539,32008,1e-10,.,.
chr12,108618351,108621100,chr12,108630617,108633210,32009,1e-10,.,.
chr12,108634245,108638390,chr12,108708395,108712075,32012,1e-10,.,.
chr12,108634616,108637543,chr12,108800616,108803951,32013,1.3e-10,.,.
chr12,108635428,108638817,chr12,108661913,108665891,32014,1e-10,.,.
chr12,108652867,108655722,chr12,108663197,108665765,32015,1e-10,.,.
chr12,108666084,108667965,chr12,108680434,108684576,32016,1e-10,.,.
chr12,108677588,108680041,chr12,108690773,108693633,32017,1e-10,.,.
chr12,108680940,108683958,chr12,108700408,108702578,32018,1e-10,.,.
chr12,108689977,108693873,chr12,108695907,108698703,32019,1e-10,.,.
chr12,108761768,108764339,chr12,108769958,108772944,32021,1e-10,.,.
chr12,108775937,108778356,chr12,108821262,108824267,32022,1e-10,.,.
chr12,108783962,108787917,chr12,108789713,108792376,32023,1e-10,.,.
chr12,108788768,108792559,chr12,108799420,108803009,32024,1e-10,.,.
chr12,108801571,108804915,chr12,108821305,108823094,32028,1e-10,.,.
chr12,108807789,108810411,chr12,108827055,108830101,32029,1e-10,.,.
chr12,108820902,108825688,chr12,108833645,108839233,32031,1e-10,.,.
chr12,108826234,108830028,chr12,108831420,108834407,32033,1e-10,.,.
chr12,108841889,108845691,chr12,108854366,108859557,32035,1e-10,.,.
chr12,108867846,108870796,chr12,108874383,108876026,32036,1e-10,.,.
chr12,108877117,108880081,chr12,108920531,108923816,32037,1e-10,.,.
chr12,108883785,108886333,chr12,108900365,108904198,32038,1e-10,.,.
chr12,108893802,108898290,chr12,108899937,108904948,32039,1e-10,.,.
chr12,108919141,108921769,chr12,109202739,109205590,32041,8.51e-09,.,.
chr12,108920090,108923058,chr12,108968914,108971921,32042,1e-10,.,.
chr12,108920214,108923400,chr12,109199233,109202523,32043,1.97e-10,.,.
chr12,108921083,108922773,chr12,108957577,108960939,32044,1e-10,.,.
chr12,108941252,108943432,chr12,108950089,108953429,32046,1e-10,.,.
chr12,108959814,108962775,chr12,108967354,108972396,32048,1e-10,.,.
chr12,108960644,108963327,chr12,108981173,108984610,32049,1e-10,.,.
chr12,108970851,108972425,chr12,108980176,108982566,32051,1e-10,.,.
chr12,108982647,108984206,chr12,109000810,109003613,32053,1e-10,.,.
chr12,108987256,108991979,chr12,108998690,109001985,32055,1e-10,.,.
chr12,108992995,108997253,chr12,108999209,109002651,32056,1e-10,.,.
chr12,109002742,109005480,chr12,109014134,109016433,32058,1e-10,.,.
chr12,109011259,109014282,chr12,109203864,109206697,32059,1e-10,.,.
chr12,109020523,109024747,chr12,109202373,109205498,32060,1e-10,.,.
chr12,109022532,109026654,chr12,109209752,109212798,32062,1e-10,.,.
chr12,109024643,109028727,chr12,109389486,109392081,32063,4.17e-10,.,.
chr12,109027287,109029782,chr12,109032857,109036165,32064,1e-10,.,.
chr12,109030298,109034398,chr12,109043312,109046535,32065,1e-10,.,.
chr12,109043622,109049594,chr12,109201507,109206603,32067,1e-10,.,.
chr12,109046049,109048370,chr12,109207319,109209223,32069,1e-10,.,.
chr12,109083271,109086131,chr12,109088613,109092848,32070,1e-10,.,.
chr12,109096366,109098907,chr12,109102412,109104668,32071,1e-10,.,.
chr12,109126138,109129045,chr12,109130821,109134199,32072,1e-10,.,.
chr12,109142835,109145568,chr12,109151834,109154888,32073,1e-10,.,.
chr12,109146107,109148934,chr12,109202326,109204025,32074,1e-10,.,.
chr12,109146314,109148712,chr12,109155575,109158560,32075,1e-10,.,.
chr12,109162570,109167529,chr12,109200475,109202838,32076,1e-10,.,.
chr12,109202128,109207919,chr12,109324686,109327397,32079,1e-10,.,.
chr12,109202260,109204987,chr12,109251863,109255546,32080,3.94e-10,.,.
chr12,109202704,109205731,chr12,109389724,109392651,32081,1.49e-09,.,.
chr12,109202801,109205093,chr12,109422807,109425438,32082,3.45e-08,.,.
chr12,109236725,109241966,chr12,109249263,109253004,32083,1e-10,.,.
chr12,109244716,109247790,chr12,109252675,109255736,32086,1e-10,.,.
chr12,109275436,109279038,chr12,109388307,109391218,32087,3.93e-10,.,.
chr12,109277573,109281110,chr12,109291894,109294893,32088,1e-10,.,.
chr12,109279893,109282809,chr12,109287651,109290724,32089,1e-10,.,.
chr12,109292753,109296633,chr12,109323333,109325799,32091,1e-10,.,.
chr12,109292940,109296049,chr12,109326103,109327926,32092,1e-10,.,.
chr12,109295704,109302211,chr12,109306380,109309010,32093,1e-10,.,.
chr12,109307965,109310712,chr12,109314121,109316894,32094,1e-10,.,.
chr12,109310000,109313246,chr12,109319687,109322995,32095,1e-10,.,.
chr12,109313428,109315561,chr12,109319103,109323253,32096,1e-10,.,.
chr12,109320743,109323538,chr12,109339863,109342899,32098,1e-10,.,.
chr12,109321506,109327734,chr12,109349202,109357035,32099,1e-10,.,.
chr12,109324178,109327844,chr12,109389674,109392143,32101,1e-10,.,.
chr12,109324370,109327243,chr12,109339104,109343646,32102,1e-10,.,.
chr12,109325399,109328756,chr12,109370574,109373273,32103,1e-10,.,.
chr12,109342287,109346879,chr12,109349633,109354689,32104,1e-10,.,.
chr12,109351746,109355594,chr12,109389068,109392854,32105,1e-10,.,.
chr12,109354739,109358725,chr12,109364822,109367625,32106,1e-10,.,.
chr12,109370456,109372943,chr12,109500804,109505228,32109,1e-10,.,.
chr12,109370716,109373443,chr12,109424493,109427500,32111,1e-10,.,.
chr12,109386881,109396106,chr12,109414479,109427034,32112,1e-10,.,.
chr12,109388503,109392867,chr12,109521926,109526324,32113,1e-10,.,.
chr12,109389237,109392040,chr12,109534813,109537845,32114,1e-10,.,.
chr12,109389378,109393885,chr12,109502193,109507717,32115,1e-10,.,.
chr12,109389698,109392565,chr12,109466625,109470353,32116,1e-10,.,.
chr12,109389769,109392637,chr12,109429531,109437213,32117,1e-10,.,.
chr12,109390948,109394696,chr12,109779519,109782559,32118,1e-10,.,.
chr12,109396253,109401411,chr12,109420498,109424354,32119,1e-10,.,.
chr12,109399889,109403495,chr12,109409817,109414645,32120,1e-10,.,.
chr12,109403444,109406725,chr12,109422304,109424559,32121,1e-10,.,.
chr12,109421388,109424805,chr12,109429339,109432947,32123,1e-10,.,.
chr12,109421403,109427224,chr12,109440480,109444071,32124,1e-10,.,.
chr12,109421625,109426132,chr12,109503288,109509304,32125,1e-10,.,.
chr12,109422644,109425172,chr12,109525878,109528926,32126,1e-10,.,.
chr12,109422721,109425566,chr12,109485230,109489329,32127,1e-10,.,.
chr12,109433266,109436788,chr12,109439458,109442803,32128,1e-10,.,.
chr12,109444260,109447786,chr12,109466483,109469394,32129,1e-10,.,.
chr12,109455305,109457077,chr12,109470009,109472805,32131,1e-10,.,.
chr12,109463614,109467745,chr12,109477170,109480767,32133,1e-10,.,.
chr12,109470806,109473010,chr12,109483959,109486998,32134,1e-10,.,.
chr12,109477527,109479193,chr12,109504039,109506170,32135,1e-10,.,.
chr12,109479166,109483783,chr12,109485072,109491873,32136,1e-10,.,.
chr12,109481386,109492330,chr12,109498198,109507488,32137,1e-10,.,.
chr12,109498048,109501286,chr12,109662763,109666502,32139,3.38e-10,.,.
chr12,109535327,109539175,chr12,109619820,109622883,32141,1e-10,.,.
chr12,109552435,109556005,chr12,109558904,109562297,32142,1e-10,.,.
chr12,109555985,109558432,chr12,109607888,109611326,32143,1e-10,.,.
chr12,109576645,109578839,chr12,109611686,109614236,32145,1e-10,.,.
chr12,109594010,109598517,chr12,109599637,109604082,32146,1e-10,.,.
chr12,109620891,109622874,chr12,109628964,109631641,32149,1e-10,.,.
chr12,109658076,109666759,chr12,109676664,109685255,32151,1e-10,.,.
chr12,109658443,109661778,chr12,109729985,109731646,32152,1e-10,.,.
chr12,109661568,109664384,chr12,109747545,109750160,32153,1e-10,.,.
chr12,109661927,109666597,chr12,109687434,109691228,32154,1e-10,.,.
chr12,109663148,109667905,chr12,109699846,109702909,32155,1e-10,.,.
chr12,109663588,109665496,chr12,109766940,109770506,32156,1e-10,.,.
chr12,109722595,109725994,chr12,109728624,109732545,32157,1e-10,.,.
chr12,109762256,109764438,chr12,109768454,109770614,32158,1e-10,.,.
chr12,109794325,109798138,chr12,109799776,109804760,32160,1e-10,.,.
chr12,109956021,109959376,chr12,109961643,109964108,32161,1e-10,.,.
chr12,109967166,109971035,chr12,109974166,109975999,32162,1e-10,.,.
chr12,109970842,109973891,chr12,109977940,109980727,32163,1e-10,.,.
chr12,110135974,110139465,chr12,110143319,110146691,32169,1e-10,.,.
chr12,110144499,110148422,chr12,110149428,110153266,32170,1e-10,.,.
chr12,110146106,110147988,chr12,110156462,110158111,32171,1e-10,.,.
chr12,110158791,110161557,chr12,110162806,110167631,32172,1e-10,.,.
chr12,110250148,110252972,chr12,110330048,110333370,32176,1e-10,.,.
chr12,110283595,110286088,chr12,110325782,110328664,32178,2.93e-10,.,.
chr12,110289440,110293292,chr12,110313390,110317795,32179,1e-10,.,.
chr12,110289817,110293098,chr12,110325383,110329866,32180,1e-10,.,.
chr12,110310085,110313394,chr12,110317113,110320671,32181,1e-10,.,.
chr12,110317553,110329671,chr12,110362481,110376702,32183,1e-10,.,.
chr12,110317706,110319616,chr12,110450258,110452966,32184,1e-10,.,.
chr12,110324703,110327601,chr12,110520318,110524076,32185,1e-10,.,.
chr12,110325621,110328958,chr12,110378191,110381434,32186,3.77e-10,.,.
chr12,110325678,110328956,chr12,110705481,110708634,32187,1e-10,.,.
chr12,110325680,110328293,chr12,110403046,110406358,32188,1e-10,.,.
chr12,110326571,110331916,chr12,110606215,110610774,32189,1e-10,.,.
chr12,110327648,110330959,chr12,110518167,110522995,32190,1.31e-10,.,.
chr12,110334684,110337580,chr12,110364059,110368235,32191,1e-10,.,.
chr12,110351956,110355552,chr12,110366659,110368522,32192,1e-10,.,.
chr12,110376064,110379257,chr12,110390126,110393288,32194,1e-10,.,.
chr12,110434049,110437870,chr12,110467025,110471524,32195,1e-10,.,.
chr12,110457908,110460350,chr12,110466769,110470127,32197,1e-10,.,.
chr12,110476347,110481963,chr12,110518462,110523405,32199,1e-10,.,.
chr12,110481188,110485411,chr12,110515007,110518327,32200,1e-10,.,.
chr12,110486054,110488977,chr12,110516965,110519677,32202,1e-10,.,.
chr12,110490606,110498866,chr12,110514339,110521783,32203,1e-10,.,.
chr12,110498826,110503268,chr12,110508857,110512033,32204,1e-10,.,.
chr12,110499406,110504660,chr12,110514688,110521913,32205,1e-10,.,.
chr12,110505989,110508685,chr12,110512105,110514085,32206,1e-10,.,.
chr12,110508040,110511699,chr12,110607731,110609750,32208,1e-10,.,.
chr12,110516203,110519855,chr12,110597552,110600033,32209,1e-10,.,.
chr12,110518280,110523538,chr12,110556795,110561059,32210,1e-10,.,.
chr12,110518836,110522115,chr12,110606627,110610774,32211,1e-10,.,.
chr12,110519606,110521932,chr12,110585770,110588589,32212,1e-10,.,.
chr12,110520023,110522836,chr12,110563566,110567336,32213,1.09e-10,.,.
chr12,110520603,110522838,chr12,110572006,110575707,32214,1e-10,.,.
chr12,110548499,110551413,chr12,110559832,110562841,32215,1e-10,.,.
chr12,110556648,110560729,chr12,110605846,110608220,32217,1e-10,.,.
chr12,110586107,110588798,chr12,110607236,110610497,32219,1e-10,.,.
chr12,110606737,110609961,chr12,110629993,110633614,32221,1e-10,.,.
chr12,110607110,110610038,chr12,110696168,110699349,32222,1e-10,.,.
chr12,110608065,110609800,chr12,110618729,110621132,32223,1e-10,.,.
chr12,110613305,110616709,chr12,110628893,110632227,32224,1e-10,.,.
chr12,110653086,110655201,chr12,110696473,110699380,32225,1e-10,.,.
chr12,110674240,110678667,chr12,110687503,110693864,32228,1e-10,.,.
chr12,110679893,110683187,chr12,110686527,110690076,32229,1e-10,.,.
chr12,110683111,110686865,chr12,110696356,110699734,32230,1e-10,.,.
chr12,110687547,110692581,chr12,110695021,110704553,32231,1e-10,.,.
chr12,110688146,110690552,chr12,110762979,110765707,32232,1.61e-10,.,.
chr12,110693586,110699439,chr12,110710859,110718646,32233,1e-10,.,.
chr12,110697538,110699128,chr12,110762428,110765486,32234,1e-10,.,.
chr12,110701963,110706286,chr12,110712208,110715455,32235,1e-10,.,.
chr12,110713885,110718095,chr12,110720300,110723683,32237,1e-10,.,.
chr12,110745282,110748776,chr12,110763899,110766163,32239,1e-10,.,.
chr12,110759598,110762682,chr12,111104736,111108114,32241,1e-10,.,.
chr12,110761398,110764977,chr12,110822875,110824964,32242,1e-10,.,.
chr12,110761914,110765487,chr12,111330319,111332912,32243,1e-10,.,.
chr12,110762312,110765119,chr12,111035450,111039183,32244,1e-10,.,.
chr12,110763062,110767181,chr12,110932675,110936940,32245,1e-10,.,.
chr12,110763716,110766701,chr12,110809550,110812772,32246,1e-10,.,.
chr12,110766227,110770299,chr12,110779835,110782742,32247,1e-10,.,.
chr12,110777531,110780901,chr12,110782815,110785741,32248,1e-10,.,.
chr12,110785695,110790659,chr12,110793573,110798120,32249,1e-10,.,.
chr12,110787250,110790464,chr12,110815030,110817977,32250,1e-10,.,.
chr12,110842720,110845352,chr12,110857162,110861985,32253,1e-10,.,.
chr12,110856033,110859728,chr12,110863852,110866435,32256,1e-10,.,.
chr12,110859454,110862466,chr12,111029903,111032886,32257,1e-10,.,.
chr12,110861335,110864626,chr12,110932591,110935062,32258,1e-10,.,.
chr12,110865804,110871873,chr12,110933471,110937307,32259,1e-10,.,.
chr12,110876011,110879091,chr12,110932082,110935812,32261,1e-10,.,.
chr12,110884638,110888477,chr12,110932662,110936571,32262,1e-10,.,.
chr12,110891646,110899150,chr12,110932592,110937838,32263,1e-10,.,.
chr12,110896954,110899295,chr12,110906265,110910586,32264,1e-10,.,.
chr12,110931987,110938796,chr12,111026260,111032827,32267,1e-10,.,.
chr12,110934582,110936302,chr12,110974720,110977701,32268,1e-10,.,.
chr12,110939021,110945107,chr12,110968477,110976418,32269,1e-10,.,.
chr12,110958743,110961778,chr12,110968763,110972236,32270,1e-10,.,.
chr12,110980899,110985593,chr12,110988012,110990692,32272,1e-10,.,.
chr12,110993719,110996034,chr12,110999558,111002334,32273,1e-10,.,.
chr12,111010364,111013858,chr12,111028472,111032024,32276,1e-10,.,.
chr12,111024950,111027757,chr12,111085114,111087041,32278,1e-10,.,.
chr12,111029435,111032904,chr12,111328057,111333223,32279,1e-10,.,.
chr12,111029505,111032450,chr12,111339449,111342510,32280,9.31e-09,.,.
chr12,111046624,111049447,chr12,111067371,111071070,32281,1e-10,.,.
chr12,111047840,111049625,chr12,111091234,111092905,32282,1e-10,.,.
chr12,111049667,111052824,chr12,111070229,111072300,32283,1e-10,.,.
chr12,111066239,111068556,chr12,111070846,111075062,32284,1e-10,.,.
chr12,111119902,111122151,chr12,111129405,111132706,32288,1e-10,.,.
chr12,111128379,111132149,chr12,111134715,111138764,32289,1e-10,.,.
chr12,111141155,111143085,chr12,111149560,111152451,32290,1e-10,.,.
chr12,111150565,111153578,chr12,111302379,111305102,32292,1e-10,.,.
chr12,111156244,111158577,chr12,111170368,111173788,32293,1e-10,.,.
chr12,111167930,111169465,chr12,111174434,111176319,32294,1e-10,.,.
chr12,111180569,111183379,chr12,111185286,111189224,32296,1e-10,.,.
chr12,111200676,111202776,chr12,111206258,111209314,32298,1e-10,.,.
chr12,111228281,111231657,chr12,111271699,111275694,32300,1e-10,.,.
chr12,111240579,111244119,chr12,111248991,111254118,32301,1e-10,.,.
chr12,111245823,111249839,chr12,111328228,111331885,32302,1e-10,.,.
chr12,111263824,111265851,chr12,111270380,111274745,32303,1e-10,.,.
chr12,111268452,111275975,chr12,111329405,111333325,32304,1e-10,.,.
chr12,111283951,111286233,chr12,111302958,111305910,32306,1e-10,.,.
chr12,111295846,111299035,chr12,111327198,111329797,32308,1e-10,.,.
chr12,111301949,111304021,chr12,111338376,111341474,32309,1e-10,.,.
chr12,111302496,111305861,chr12,111330082,111333227,32310,1e-10,.,.
chr12,111302949,111305980,chr12,111327041,111329255,32311,3.84e-10,.,.
chr12,111306648,111311280,chr12,111330029,111332622,32312,1e-10,.,.
chr12,111308502,111312298,chr12,111325693,111329822,32313,1e-10,.,.
chr12,111387854,111390891,chr12,111396916,111401815,32316,1e-10,.,.
chr12,111405042,111411230,chr12,111413021,111419944,32318,1e-10,.,.
chr12,111528455,111533537,chr12,111535415,111539553,32321,1e-10,.,.
chr12,111789488,111793349,chr12,111794713,111798579,32322,1e-10,.,.
chr12,111865823,111869641,chr12,111885121,111888395,32324,1e-10,.,.
chr12,111889012,111892024,chr12,111895193,111899759,32325,1e-10,.,.
chr12,111900951,111903344,chr12,111980050,111982686,32327,1e-10,.,.
chr12,111939147,111941833,chr12,111944349,111947512,32328,1e-10,.,.
chr12,111971010,111973878,chr12,111976501,111979812,32329,1e-10,.,.
chr12,111981424,111984387,chr12,111987879,111990599,32330,1e-10,.,.
chr12,111986379,111990738,chr12,111992077,111994928,32331,1e-10,.,.
chr12,111995617,111998672,chr12,112000754,112003712,32332,1e-10,.,.
chr12,112008760,112010485,chr12,112082642,112085064,32333,1e-10,.,.
chr12,112015651,112018873,chr12,112021026,112025606,32334,1e-10,.,.
chr12,112019327,112023202,chr12,112025352,112027499,32335,1e-10,.,.
chr12,112033555,112036209,chr12,112047056,112049494,32337,1e-10,.,.
chr12,112048524,112051746,chr12,112060204,112062108,32338,1e-10,.,.
chr12,112049528,112053306,chr12,112055951,112059343,32339,1e-10,.,.
chr12,112052921,112056713,chr12,112059466,112062799,32340,1e-10,.,.
chr12,112057069,112060752,chr12,112105159,112107630,32341,1e-10,.,.
chr12,112060771,112063374,chr12,112067781,112071404,32342,1e-10,.,.
chr12,112105369,112109238,chr12,112166438,112169392,32346,1e-10,.,.
chr12,112105880,112109290,chr12,112141864,112145577,32347,1e-10,.,.
chr12,112105944,112108569,chr12,112152386,112155687,32348,1e-10,.,.
chr12,112106177,112109983,chr12,112148274,112150826,32349,1.46e-10,.,.
chr12,112106644,112109757,chr12,112223434,112227370,32350,1e-10,.,.
chr12,112106926,112109352,chr12,112255035,112257609,32351,1e-10,.,.
chr12,112111646,112115122,chr12,112141794,112145243,32352,4.38e-10,.,.
chr12,112115018,112118139,chr12,112250871,112253362,32353,1e-10,.,.
chr12,112117223,112119998,chr12,112343547,112347002,32354,1e-10,.,.
chr12,112123040,112125375,chr12,112143520,112145510,32355,1e-10,.,.
chr12,112127182,112131586,chr12,112141578,112145208,32356,1e-10,.,.
chr12,112141434,112145671,chr12,112324972,112329105,32358,1e-10,.,.
chr12,112142958,112145585,chr12,112252880,112257704,32360,1e-10,.,.
chr12,112143960,112147560,chr12,112199522,112202263,32361,1e-10,.,.
chr12,112174520,112177579,chr12,112197287,112199985,32362,1e-10,.,.
chr12,112192936,112195955,chr12,112205198,112208844,32365,1e-10,.,.
chr12,112193624,112196727,chr12,112279111,112282188,32366,1e-10,.,.
chr12,112220609,112223520,chr12,112253958,112256437,32369,1e-10,.,.
chr12,112228675,112232453,chr12,112342268,112345618,32370,1e-10,.,.
chr12,112234435,112240835,chr12,112249324,112258908,32371,1e-10,.,.
chr12,112254005,112258823,chr12,112343403,112347656,32373,1e-10,.,.
