chrom,start,end,value
chr15,72985974,72985976,22
chr15,72985976,72985977,27
chr15,72985977,72985980,29
chr15,72985980,72985981,31
chr15,72985981,72985982,33
chr15,72985982,72985983,36
chr15,72985983,72985984,41
chr15,72985984,72985985,44
chr15,72985985,72985986,48
chr15,72985986,72985987,55
chr15,72985987,72985988,59
chr15,72985988,72985989,61
chr15,72985989,72985990,64
chr15,72985990,72985991,65
chr15,72985991,72985992,68
chr15,72985992,72985993,69
chr15,72985993,72985994,76
chr15,72985994,72985996,78
chr15,72985996,72985997,80
chr15,72985997,72985998,82
chr15,72985998,72985999,84
chr15,72985999,72986001,86
chr15,72986001,72986002,89
chr15,72986002,72986003,92
chr15,72986003,72986004,93
chr15,72986004,72986005,96
chr15,72986005,72986006,99
chr15,72986006,72986007,101
chr15,72986007,72986008,103
chr15,72986008,72986009,107
chr15,72986009,72986010,110
chr15,72986010,72986011,113
chr15,72986011,72986012,114
chr15,72986012,72986014,117
chr15,72986014,72986016,119
chr15,72986016,72986017,121
chr15,72986017,72986018,124
chr15,72986018,72986019,125
chr15,72986019,72986020,127
chr15,72986020,72986021,130
chr15,72986021,72986022,131
chr15,72986022,72986023,133
chr15,72986023,72986025,135
chr15,72986025,72986026,139
chr15,72986026,72986027,144
chr15,72986027,72986028,146
chr15,72986028,72986030,149
chr15,72986030,72986031,152
chr15,72986031,72986033,154
chr15,72986033,72986035,157
chr15,72986035,72986036,158
chr15,72986036,72986037,157
chr15,72986037,72986038,159
chr15,72986038,72986039,158
chr15,72986039,72986040,159
chr15,72986040,72986041,160
chr15,72986041,72986042,161
chr15,72986042,72986043,163
chr15,72986043,72986044,164
chr15,72986044,72986045,166
chr15,72986045,72986047,172
chr15,72986047,72986048,174
chr15,72986048,72986049,175
chr15,72986049,72986050,174
chr15,72986050,72986052,178
chr15,72986052,72986053,179
chr15,72986053,72986054,182
chr15,72986054,72986055,184
chr15,72986055,72986056,185
chr15,72986056,72986059,187
chr15,72986059,72986060,188
chr15,72986060,72986061,188
chr15,72986061,72986062,189
chr15,72986062,72986063,194
chr15,72986063,72986064,195
chr15,72986064,72986065,196
chr15,72986065,72986066,199
chr15,72986066,72986067,200
chr15,72986067,72986068,200
chr15,72986068,72986069,201
chr15,72986069,72986070,203
chr15,72986070,72986071,204
chr15,72986071,72986073,206
chr15,72986073,72986074,207
chr15,72986074,72986076,210
chr15,72986076,72986077,211
chr15,72986077,72986078,212
chr15,72986078,72986079,214
chr15,72986079,72986080,219
chr15,72986080,72986081,221
chr15,72986081,72986082,223
chr15,72986082,72986083,226
chr15,72986083,72986084,230
chr15,72986084,72986085,231
chr15,72986085,72986087,232
chr15,72986087,72986090,233
chr15,72986090,72986096,234
chr15,72986096,72986097,235
chr15,72986097,72986098,236
chr15,72986098,72986099,237
chr15,72986099,72986100,238
chr15,72986100,72986101,242
chr15,72986101,72986103,244
chr15,72986103,72986104,245
chr15,72986104,72986105,248
chr15,72986105,72986108,249
chr15,72986108,72986112,250
chr15,72986112,72986113,251
chr15,72986113,72986115,253
chr15,72986115,72986117,256
chr15,72986117,72986119,259
chr15,72986119,72986120,261
chr15,72986120,72986121,262
chr15,72986121,72986122,264
chr15,72986122,72986123,269
chr15,72986123,72986124,273
chr15,72986124,72986125,274
chr15,72986125,72986126,275
chr15,72986126,72986127,277
chr15,72986127,72986128,279
chr15,72986128,72986129,281
chr15,72986129,72986131,284
chr15,72986131,72986132,285
chr15,72986132,72986133,288
chr15,72986133,72986134,290
chr15,72986134,72986136,293
chr15,72986136,72986137,294
chr15,72986137,72986139,298
chr15,72986139,72986140,301
chr15,72986140,72986141,304
chr15,72986141,72986142,305
chr15,72986142,72986143,306
chr15,72986143,72986145,307
chr15,72986145,72986147,308
chr15,72986147,72986148,314
chr15,72986148,72986149,316
chr15,72986149,72986150,319
chr15,72986150,72986151,322
chr15,72986151,72986152,323
chr15,72986152,72986153,326
chr15,72986153,72986154,326
chr15,72986154,72986155,327
chr15,72986155,72986156,329
chr15,72986156,72986157,333
chr15,72986157,72986158,335
chr15,72986158,72986159,340
chr15,72986159,72986160,339
chr15,72986160,72986161,338
chr15,72986161,72986162,341
chr15,72986162,72986163,340
chr15,72986163,72986164,342
chr15,72986164,72986165,341
chr15,72986165,72986166,341
chr15,72986166,72986167,346
chr15,72986167,72986168,348
chr15,72986168,72986170,349
chr15,72986170,72986172,351
chr15,72986172,72986173,354
chr15,72986173,72986174,356
chr15,72986174,72986175,355
chr15,72986175,72986176,357
chr15,72986176,72986177,354
chr15,72986177,72986178,354
chr15,72986178,72986180,356
chr15,72986180,72986181,356
chr15,72986181,72986182,355
chr15,72986182,72986183,352
chr15,72986183,72986184,347
chr15,72986184,72986185,344
chr15,72986185,72986186,342
chr15,72986186,72986187,335
chr15,72986187,72986188,331
chr15,72986188,72986189,330
chr15,72986189,72986190,327
chr15,72986190,72986191,329
chr15,72986191,72986192,329
chr15,72986192,72986193,330
chr15,72986193,72986194,324
chr15,72986194,72986196,323
chr15,72986196,72986197,323
chr15,72986197,72986198,322
chr15,72986198,72986199,320
chr15,72986199,72986201,319
chr15,72986201,72986202,316
chr15,72986202,72986203,313
chr15,72986203,72986204,312
chr15,72986204,72986205,309
chr15,72986205,72986206,306
chr15,72986206,72986207,305
chr15,72986207,72986208,304
chr15,72986208,72986209,300
chr15,72986209,72986210,300
chr15,72986210,72986211,298
chr15,72986211,72986212,298
chr15,72986212,72986214,295
chr15,72986214,72986216,294
chr15,72986216,72986217,292
chr15,72986217,72986218,289
chr15,72986218,72986219,288
chr15,72986219,72986220,287
chr15,72986220,72986221,287
chr15,72986221,72986222,286
chr15,72986222,72986223,285
chr15,72986223,72986225,284
chr15,72986225,72986226,281
chr15,72986226,72986227,278
chr15,72986227,72986228,276
chr15,72986228,72986230,273
chr15,72986230,72986231,272
chr15,72986231,72986232,271
chr15,72986232,72986233,272
chr15,72986233,72986234,269
chr15,72986234,72986235,270
chr15,72986235,72986236,269
chr15,72986236,72986237,271
chr15,72986237,72986238,269
chr15,72986238,72986239,270
chr15,72986239,72986240,269
chr15,72986240,72986241,268
chr15,72986241,72986242,267
chr15,72986242,72986243,265
chr15,72986243,72986244,264
chr15,72986244,72986245,261
chr15,72986245,72986247,257
chr15,72986247,72986248,256
chr15,72986248,72986249,255
chr15,72986249,72986250,257
chr15,72986250,72986252,253
chr15,72986252,72986253,252
chr15,72986253,72986254,249
chr15,72986254,72986255,247
chr15,72986255,72986256,247
chr15,72986256,72986258,245
chr15,72986258,72986259,246
chr15,72986259,72986260,245
chr15,72986260,72986261,245
chr15,72986261,72986262,244
chr15,72986262,72986263,239
chr15,72986263,72986264,239
chr15,72986264,72986265,238
chr15,72986265,72986266,235
chr15,72986266,72986267,234
chr15,72986267,72986268,233
chr15,72986268,72986269,232
chr15,72986269,72986270,230
chr15,72986270,72986271,229
chr15,72986271,72986273,227
chr15,72986273,72986274,226
chr15,72986274,72986276,225
chr15,72986276,72986277,225
chr15,72986277,72986278,225
chr15,72986278,72986279,224
chr15,72986279,72986280,219
chr15,72986280,72986281,217
chr15,72986281,72986282,215
chr15,72986282,72986283,212
chr15,72986283,72986284,209
chr15,72986284,72986285,209
chr15,72986285,72986286,208
chr15,72986286,72986287,209
chr15,72986287,72986288,209
chr15,72986288,72986290,210
chr15,72986290,72986292,209
chr15,72986292,72986294,211
chr15,72986294,72986296,212
chr15,72986296,72986297,212
chr15,72986297,72986298,211
chr15,72986298,72986299,213
chr15,72986299,72986300,213
chr15,72986300,72986301,210
chr15,72986301,72986303,208
chr15,72986303,72986304,208
chr15,72986304,72986305,205
chr15,72986305,72986307,205
chr15,72986307,72986308,206
chr15,72986308,72986309,205
chr15,72986309,72986310,207
chr15,72986310,72986312,208
chr15,72986312,72986313,207
chr15,72986313,72986315,205
chr15,72986315,72986317,202
chr15,72986317,72986319,199
chr15,72986319,72986320,198
chr15,72986320,72986321,197
chr15,72986321,72986322,196
chr15,72986322,72986323,192
chr15,72986323,72986324,189
chr15,72986324,72986325,188
chr15,72986325,72986326,187
chr15,72986326,72986327,185
chr15,72986327,72986328,183
chr15,72986328,72986329,181
chr15,72986329,72986331,178
chr15,72986331,72986332,178
chr15,72986332,72986333,176
chr15,72986333,72986334,176
chr15,72986334,72986336,173
chr15,72986336,72986337,175
chr15,72986337,72986339,171
chr15,72986339,72986340,170
chr15,72986340,72986341,167
chr15,72986341,72986342,167
chr15,72986342,72986343,167
chr15,72986343,72986345,165
chr15,72986345,72986346,167
chr15,72986346,72986347,168
chr15,72986347,72986348,162
chr15,72986348,72986349,160
chr15,72986349,72986350,158
chr15,72986350,72986351,155
chr15,72986351,72986352,154
chr15,72986352,72986353,152
chr15,72986353,72986354,150
chr15,72986354,72986355,149
chr15,72986355,72986356,147
chr15,72986356,72986357,143
chr15,72986357,72986358,142
chr15,72986358,72986360,138
chr15,72986360,72986361,139
chr15,72986361,72986362,137
chr15,72986362,72986363,138
chr15,72986363,72986365,136
chr15,72986365,72986366,135
chr15,72986366,72986367,130
chr15,72986367,72986368,125
chr15,72986368,72986370,124
chr15,72986370,72986371,122
chr15,72986371,72986372,123
chr15,72986372,72986373,120
chr15,72986373,72986374,118
chr15,72986374,72986375,117
chr15,72986375,72986376,115
chr15,72986376,72986377,114
chr15,72986377,72986378,112
chr15,72986378,72986379,110
chr15,72986379,72986380,111
chr15,72986380,72986381,109
chr15,72986381,72986382,108
chr15,72986382,72986385,109
chr15,72986385,72986388,107
chr15,72986388,72986389,106
chr15,72986389,72986390,107
chr15,72986390,72986391,104
chr15,72986391,72986392,101
chr15,72986392,72986393,99
chr15,72986393,72986394,98
chr15,72986394,72986396,97
chr15,72986396,72986397,95
chr15,72986397,72986399,95
chr15,72986399,72986403,94
chr15,72986403,72986404,95
chr15,72986404,72986406,96
chr15,72986406,72986407,95
chr15,72986407,72986409,94
chr15,72986409,72986410,93
chr15,72986410,72986411,92
chr15,72986411,72986414,91
chr15,72986414,72986416,90
chr15,72986416,72986419,91
chr15,72986419,72986420,91
chr15,72986420,72986422,88
chr15,72986422,72986423,87
chr15,72986423,72986425,86
chr15,72986425,72986426,85
chr15,72986426,72986430,84
chr15,72986430,72986431,82
chr15,72986431,72986432,81
chr15,72986432,72986434,80
chr15,72986434,72986436,79
chr15,72986436,72986438,77
chr15,72986438,72986445,76
chr15,72986445,72986447,74
chr15,72986447,72986449,73
chr15,72986449,72986455,71
chr15,72986455,72986458,70
chr15,72986458,72986460,69
chr15,72986460,72986463,68
chr15,72986463,72986474,67
chr15,72986474,72986476,65
chr15,72986476,72986477,64
chr15,72986477,72986478,63
chr15,72986478,72986481,62
chr15,72986481,72986483,64
chr15,72986483,72986484,63
chr15,72986484,72986485,63
chr15,72986485,72986486,64
chr15,72986486,72986487,63
chr15,72986487,72986488,63
chr15,72986488,72986492,62
chr15,72986492,72986494,60
chr15,72986494,72986496,59
chr15,72986496,72986498,58
chr15,72986498,72986499,55
chr15,72986499,72986500,55
chr15,72986500,72986503,54
chr15,72986503,72986505,53
chr15,72986505,72986506,52
chr15,72986506,72986507,53
chr15,72986507,72986508,52
chr15,72986508,72986509,53
chr15,72986509,72986510,51
chr15,72986510,72986511,50
chr15,72986511,72986513,51
chr15,72986513,72986517,52
chr15,72986517,72986518,51
chr15,72986518,72986519,52
chr15,72986519,72986521,51
chr15,72986521,72986522,50
chr15,72986522,72986523,49
chr15,72986523,72986531,48
chr15,72986531,72986532,47
chr15,72986532,72986533,46
chr15,72986533,72986536,44
chr15,72986536,72986539,42
chr15,72986539,72986541,40
chr15,72986541,72986542,39
chr15,72986542,72986545,38
chr15,72986545,72986546,35
chr15,72986546,72986547,34
chr15,72986547,72986549,34
chr15,72986549,72986552,33
chr15,72986552,72986555,32
chr15,72986555,72986557,33
chr15,72986557,72986558,32
chr15,72986558,72986560,31
chr15,72986560,72986561,31
chr15,72986561,72986562,30
chr15,72986562,72986570,29
chr15,72986570,72986571,28
chr15,72986571,72986575,27
chr15,72986575,72986576,28
chr15,72986576,72986579,27
chr15,72986579,72986582,26
chr15,72986582,72986589,25
chr15,72986589,72986597,24
chr15,72986597,72986602,23
chr15,72986602,72986603,24
chr15,72986603,72986604,23
chr15,72986604,72986609,22
chr15,72986609,72986611,20
chr15,72986611,72986616,21
chr15,72986616,72986617,21
chr15,72986617,72986619,22
chr15,72986619,72986626,21
chr15,72986626,72986631,20
chr15,72986631,72986652,21
chr15,72986652,72986677,22
chr15,72986677,72986681,23
chr15,72986681,72986684,21
chr15,72986684,72986685,20
chr15,72986685,72986687,19
chr15,72986687,72986693,18
chr15,72986693,72986699,19
chr15,72986699,72986706,18
chr15,72986706,72986708,17
chr15,72986708,72986711,16
chr15,72986711,72986712,15
chr15,72986712,72986713,16
chr15,72986713,72986718,15
chr15,72986718,72986736,14
chr15,72986736,72986742,13
chr15,72986742,72986747,15
chr15,72986747,72986755,14
chr15,72986755,72986760,13
chr15,72986760,72986775,12
chr15,72986775,72986776,11
chr15,72986776,72986802,12
chr15,72986802,72986811,11
chr15,72986811,72986816,10
chr15,72986816,72986817,9
chr15,72986817,72986830,8
chr15,72986830,72986831,9
chr15,72986831,72986832,8
chr15,72986832,72986846,9
chr15,72986846,72986852,10
chr15,72986852,72986871,9
chr15,72986871,72986875,10
chr15,72986875,72986877,12
chr15,72986877,72986881,11
chr15,72986881,72986887,12
chr15,72986887,72986893,13
chr15,72986893,72986908,12
chr15,72986908,72986912,13
chr15,72986912,72986921,12
chr15,72986921,72986942,13
chr15,72986942,72986976,11
chr15,72986976,72987017,10
chr15,72987017,72987030,11
chr15,72987030,72987032,10
chr15,72987032,72987046,9
chr15,72987046,72987071,8
chr15,72987071,72987075,7
chr15,72987075,72987081,5
chr15,72987081,72987087,4
chr15,72987087,72987108,3
chr15,72987108,72987121,2
chr15,72987121,72987217,1
chr15,72987229,72987347,1
chr15,72987347,72987393,2
chr15,72987393,72987401,3
chr15,72987401,72987429,4
chr15,72987429,72987547,3
chr15,72987547,72987593,2
chr15,72987593,72987601,1
chr15,72987688,72987888,1
chr15,72987951,72987970,1
chr15,72987970,72987989,2
chr15,72987989,72988018,3
chr15,72988018,72988118,4
chr15,72988118,72988151,5
chr15,72988151,72988170,4
chr15,72988170,72988189,3
chr15,72988189,72988218,3
chr15,72988218,72988222,2
chr15,72988222,72988227,3
chr15,72988227,72988318,4
chr15,72988318,72988324,3
chr15,72988324,72988358,4
chr15,72988358,72988388,5
chr15,72988388,72988389,6
chr15,72988389,72988422,5
chr15,72988422,72988427,4
chr15,72988427,72988518,3
chr15,72988518,72988524,4
chr15,72988524,72988558,3
chr15,72988558,72988561,2
chr15,72988561,72988588,3
chr15,72988588,72988701,2
chr15,72988701,72988718,3
chr15,72988718,72988761,2
chr15,72988761,72988863,1
chr15,72988863,72988901,2
chr15,72988901,72988943,1
chr15,72988943,72989063,2
chr15,72989063,72989143,1
chr15,72989247,72989261,1
chr15,72989261,72989315,2
chr15,72989315,72989435,3
chr15,72989435,72989441,4
chr15,72989441,72989447,5
chr15,72989447,72989457,4
chr15,72989457,72989461,5
chr15,72989461,72989514,4
chr15,72989514,72989515,5
chr15,72989515,72989519,4
chr15,72989519,72989562,5
chr15,72989562,72989580,7
chr15,72989580,72989582,8
chr15,72989582,72989609,9
chr15,72989609,72989616,10
chr15,72989616,72989635,11
chr15,72989635,72989641,10
chr15,72989641,72989648,9
chr15,72989648,72989657,10
chr15,72989657,72989701,9
chr15,72989701,72989714,10
chr15,72989714,72989719,9
chr15,72989719,72989734,8
chr15,72989734,72989735,9
chr15,72989735,72989755,10
chr15,72989755,72989762,12
chr15,72989762,72989766,10
chr15,72989766,72989767,11
chr15,72989767,72989775,12
chr15,72989775,72989780,13
chr15,72989780,72989782,12
chr15,72989782,72989803,11
chr15,72989803,72989809,12
chr15,72989809,72989816,11
chr15,72989816,72989820,10
chr15,72989820,72989823,11
chr15,72989823,72989848,12
chr15,72989848,72989884,11
chr15,72989884,72989901,12
chr15,72989901,72989904,11
chr15,72989904,72989925,12
chr15,72989925,72989934,13
chr15,72989934,72989935,12
chr15,72989935,72989955,11
chr15,72989955,72989966,9
chr15,72989966,72989967,8
chr15,72989967,72989975,7
chr15,72989975,72989990,6
chr15,72989990,72990003,7
chr15,72990003,72990020,6
chr15,72990020,72990023,5
chr15,72990023,72990068,4
chr15,72990068,72990076,5
chr15,72990076,72990084,6
chr15,72990084,72990104,5
chr15,72990104,72990125,4
chr15,72990125,72990151,3
chr15,72990151,72990162,4
chr15,72990162,72990179,5
chr15,72990179,72990190,6
chr15,72990190,72990213,5
chr15,72990213,72990263,6
chr15,72990263,72990268,7
chr15,72990268,72990270,6
chr15,72990270,72990276,7
chr15,72990276,72990279,6
chr15,72990279,72990351,7
chr15,72990351,72990362,6
chr15,72990362,72990368,5
chr15,72990368,72990379,6
chr15,72990379,72990413,5
chr15,72990413,72990463,4
chr15,72990463,72990470,3
chr15,72990470,72990479,2
chr15,72990479,72990568,1
chr15,72990697,72990703,1
chr15,72990703,72990897,2
chr15,72990897,72990903,1
chr15,72990911,72990978,1
chr15,72990978,72990985,2
chr15,72990985,72991008,3
chr15,72991008,72991040,4
chr15,72991040,72991062,6
chr15,72991062,72991079,7
chr15,72991079,72991111,8
chr15,72991111,72991133,7
chr15,72991133,72991178,8
chr15,72991178,72991185,7
chr15,72991185,72991196,6
chr15,72991196,72991208,7
chr15,72991208,72991230,6
chr15,72991230,72991240,7
chr15,72991240,72991250,5
chr15,72991250,72991262,6
chr15,72991262,72991279,5
chr15,72991279,72991282,4
chr15,72991282,72991284,5
chr15,72991284,72991333,6
chr15,72991333,72991349,5
chr15,72991349,72991356,6
chr15,72991356,72991396,7
chr15,72991396,72991430,6
chr15,72991430,72991450,5
chr15,72991450,72991461,4
chr15,72991461,72991469,5
chr15,72991469,72991482,6
chr15,72991482,72991484,5
chr15,72991484,72991518,4
chr15,72991518,72991537,5
chr15,72991537,72991549,7
chr15,72991549,72991556,6
chr15,72991556,72991595,5
chr15,72991595,72991641,6
chr15,72991641,72991661,7
chr15,72991661,72991669,6
chr15,72991669,72991718,5
chr15,72991718,72991737,4
chr15,72991737,72991783,2
chr15,72991783,72991784,3
chr15,72991784,72991795,4
chr15,72991795,72991841,3
chr15,72991841,72991843,2
chr15,72991843,72991850,3
chr15,72991850,72991869,4
chr15,72991869,72991899,5
chr15,72991899,72991983,6
chr15,72991983,72991984,5
chr15,72991984,72992020,4
chr15,72992020,72992043,5
chr15,72992043,72992050,4
chr15,72992050,72992069,3
chr15,72992069,72992099,2
chr15,72992099,72992220,1
chr15,72992368,72992460,1
chr15,72992460,72992486,2
chr15,72992486,72992501,4
chr15,72992501,72992519,5
chr15,72992519,72992539,6
chr15,72992539,72992546,7
chr15,72992546,72992548,8
chr15,72992548,72992568,9
chr15,72992568,72992621,8
chr15,72992621,72992660,9
chr15,72992660,72992678,8
chr15,72992678,72992686,9
chr15,72992686,72992695,7
chr15,72992695,72992701,8
chr15,72992701,72992703,7
chr15,72992703,72992715,8
chr15,72992715,72992719,9
chr15,72992719,72992723,8
chr15,72992723,72992727,9
chr15,72992727,72992739,11
chr15,72992739,72992746,10
chr15,72992746,72992748,9
chr15,72992748,72992801,8
chr15,72992801,72992807,9
chr15,72992807,72992821,11
chr15,72992821,72992825,10
chr15,72992825,72992865,11
chr15,72992865,72992878,12
chr15,72992878,72992887,11
chr15,72992887,72992893,13
chr15,72992893,72992895,14
chr15,72992895,72992903,13
chr15,72992903,72992905,13
chr15,72992905,72992915,14
chr15,72992915,72992923,13
chr15,72992923,72992927,12
chr15,72992927,72992965,10
chr15,72992965,72992976,11
chr15,72992976,72992983,14
chr15,72992983,72993001,15
chr15,72993001,72993007,14
chr15,72993007,72993020,12
chr15,72993020,72993021,13
chr15,72993021,72993025,14
chr15,72993025,72993044,13
chr15,72993044,72993048,14
chr15,72993048,72993065,15
chr15,72993065,72993087,14
chr15,72993087,72993093,12
chr15,72993093,72993103,11
chr15,72993103,72993105,10
chr15,72993105,72993152,9
chr15,72993152,72993157,10
chr15,72993157,72993165,11
chr15,72993165,72993176,10
chr15,72993176,72993183,7
chr15,72993183,72993207,6
chr15,72993207,72993220,7
chr15,72993220,72993221,6
chr15,72993221,72993244,5
chr15,72993244,72993248,4
chr15,72993248,72993251,3
chr15,72993251,72993252,4
chr15,72993252,72993271,5
chr15,72993271,72993278,6
chr15,72993278,72993286,7
chr15,72993286,72993299,8
chr15,72993299,72993352,10
chr15,72993352,72993357,9
chr15,72993357,72993361,8
chr15,72993361,72993378,9
chr15,72993378,72993396,10
chr15,72993396,72993407,11
chr15,72993407,72993421,10
chr15,72993421,72993451,11
chr15,72993451,72993452,10
chr15,72993452,72993471,9
chr15,72993471,72993472,8
chr15,72993472,72993478,9
chr15,72993478,72993486,8
chr15,72993486,72993489,7
chr15,72993489,72993499,8
chr15,72993499,72993524,6
chr15,72993524,72993540,7
chr15,72993540,72993542,8
chr15,72993542,72993561,9
chr15,72993561,72993578,8
chr15,72993578,72993596,7
chr15,72993596,72993621,6
chr15,72993621,72993672,5
chr15,72993672,72993689,4
chr15,72993689,72993724,3
chr15,72993724,72993740,2
chr15,72993740,72993742,1
chr15,72993935,72993959,1
chr15,72993959,72994042,2
chr15,72994042,72994066,3
chr15,72994066,72994070,4
chr15,72994070,72994134,6
chr15,72994134,72994135,7
chr15,72994135,72994159,6
chr15,72994159,72994170,5
chr15,72994170,72994197,6
chr15,72994197,72994242,7
chr15,72994242,72994265,6
chr15,72994265,72994266,7
chr15,72994266,72994270,6
chr15,72994270,72994290,4
chr15,72994290,72994334,5
chr15,72994334,72994370,4
chr15,72994370,72994371,3
chr15,72994371,72994397,4
chr15,72994397,72994436,3
chr15,72994436,72994458,4
chr15,72994458,72994465,5
chr15,72994465,72994490,4
chr15,72994490,72994507,3
chr15,72994507,72994571,4
chr15,72994571,72994614,3
chr15,72994614,72994636,4
chr15,72994636,72994637,3
chr15,72994637,72994643,4
chr15,72994643,72994645,5
chr15,72994645,72994658,6
chr15,72994658,72994665,5
chr15,72994665,72994671,6
chr15,72994671,72994707,7
chr15,72994707,72994812,6
chr15,72994812,72994814,7
chr15,72994814,72994837,6
chr15,72994837,72994843,5
chr15,72994843,72994845,4
chr15,72994845,72994865,3
chr15,72994865,72994871,2
chr15,72994871,72994882,1
chr15,72994882,72994892,2
chr15,72994892,72994899,3
chr15,72994899,72994993,4
chr15,72994993,72995012,5
chr15,72995012,72995057,4
chr15,72995057,72995082,5
chr15,72995082,72995092,4
chr15,72995092,72995094,3
chr15,72995094,72995099,4
chr15,72995099,72995106,3
chr15,72995106,72995109,4
chr15,72995109,72995110,5
chr15,72995110,72995193,6
chr15,72995193,72995257,5
chr15,72995257,72995294,4
chr15,72995294,72995306,3
chr15,72995306,72995309,2
chr15,72995309,72995310,1
chr15,72995519,72995521,1
chr15,72995521,72995524,2
chr15,72995524,72995609,3
chr15,72995609,72995719,4
chr15,72995719,72995721,3
chr15,72995721,72995724,2
chr15,72995724,72995809,1
chr15,72995850,72996050,1
chr15,72996350,72996532,1
chr15,72996532,72996547,2
chr15,72996547,72996550,3
chr15,72996550,72996557,2
chr15,72996557,72996637,3
chr15,72996637,72996659,4
chr15,72996659,72996732,5
chr15,72996732,72996747,4
chr15,72996747,72996757,3
chr15,72996757,72996834,2
chr15,72996834,72996837,3
chr15,72996837,72996844,2
chr15,72996844,72996859,3
chr15,72996859,72996898,2
chr15,72996898,72996899,3
chr15,72996899,72996902,4
chr15,72996902,72996932,5
chr15,72996932,72997034,6
chr15,72997034,72997044,5
chr15,72997044,72997046,4
chr15,72997046,72997098,5
chr15,72997098,72997099,4
chr15,72997099,72997102,3
chr15,72997102,72997116,2
chr15,72997116,72997117,3
chr15,72997117,72997132,4
chr15,72997132,72997146,3
chr15,72997146,72997153,4
chr15,72997153,72997161,5
chr15,72997161,72997170,6
chr15,72997170,72997246,7
chr15,72997246,72997248,6
chr15,72997248,72997251,7
chr15,72997251,72997274,9
chr15,72997274,72997300,10
chr15,72997300,72997316,11
chr15,72997316,72997317,10
chr15,72997317,72997346,9
chr15,72997346,72997353,8
chr15,72997353,72997361,7
chr15,72997361,72997370,6
chr15,72997370,72997425,5
chr15,72997425,72997434,6
chr15,72997434,72997448,7
chr15,72997448,72997451,6
chr15,72997451,72997474,4
chr15,72997474,72997479,3
chr15,72997479,72997500,5
chr15,72997500,72997625,4
chr15,72997625,72997630,3
chr15,72997630,72997634,4
chr15,72997634,72997663,3
chr15,72997663,72997679,4
chr15,72997679,72997830,3
chr15,72997830,72997863,2
chr15,72997863,72997879,1
chr15,72997923,72997955,1
chr15,72997955,72997961,2
chr15,72997961,72998002,3
chr15,72998002,72998003,4
chr15,72998003,72998071,5
chr15,72998071,72998087,6
chr15,72998087,72998091,7
chr15,72998091,72998100,8
chr15,72998100,72998123,9
chr15,72998123,72998129,8
chr15,72998129,72998136,9
chr15,72998136,72998155,10
chr15,72998155,72998161,9
chr15,72998161,72998202,8
chr15,72998202,72998203,7
chr15,72998203,72998250,6
chr15,72998250,72998259,7
chr15,72998259,72998271,8
chr15,72998271,72998287,7
chr15,72998287,72998291,6
chr15,72998291,72998300,5
chr15,72998300,72998329,4
chr15,72998329,72998336,3
chr15,72998336,72998341,2
chr15,72998341,72998436,3
chr15,72998436,72998440,4
chr15,72998440,72998450,5
chr15,72998450,72998459,4
chr15,72998459,72998541,3
chr15,72998541,72998555,2
chr15,72998555,72998556,3
chr15,72998556,72998561,4
chr15,72998561,72998576,5
chr15,72998576,72998583,6
chr15,72998583,72998636,7
chr15,72998636,72998640,6
chr15,72998640,72998647,5
chr15,72998647,72998735,6
chr15,72998735,72998740,7
chr15,72998740,72998755,8
chr15,72998755,72998756,7
chr15,72998756,72998761,6
chr15,72998761,72998776,5
chr15,72998776,72998783,4
chr15,72998783,72998815,3
chr15,72998815,72998823,4
chr15,72998823,72998847,5
chr15,72998847,72998849,4
chr15,72998849,72998868,5
chr15,72998868,72998908,6
chr15,72998908,72998928,7
chr15,72998928,72998935,8
chr15,72998935,72998940,7
chr15,72998940,72998953,6
chr15,72998953,72998972,7
chr15,72998972,72998980,8
chr15,72998980,72999011,9
chr15,72999011,72999015,10
chr15,72999015,72999023,9
chr15,72999023,72999049,8
chr15,72999049,72999050,7
chr15,72999050,72999068,8
chr15,72999068,72999078,7
chr15,72999078,72999108,8
chr15,72999108,72999128,7
chr15,72999128,72999153,6
chr15,72999153,72999161,5
chr15,72999161,72999172,6
chr15,72999172,72999180,5
chr15,72999180,72999205,4
chr15,72999205,72999209,5
chr15,72999209,72999211,6
chr15,72999211,72999223,5
chr15,72999223,72999250,6
chr15,72999250,72999278,5
chr15,72999278,72999295,4
chr15,72999295,72999305,5
chr15,72999305,72999328,6
chr15,72999328,72999361,7
chr15,72999361,72999402,6
chr15,72999402,72999405,7
chr15,72999405,72999409,6
chr15,72999409,72999417,5
chr15,72999417,72999423,6
chr15,72999423,72999465,5
chr15,72999465,72999482,6
chr15,72999482,72999495,7
chr15,72999495,72999505,6
chr15,72999505,72999528,5
chr15,72999528,72999602,4
chr15,72999602,72999617,3
chr15,72999617,72999665,2
chr15,72999665,72999671,1
chr15,72999671,72999682,2
chr15,72999682,72999837,1
chr15,72999837,72999871,2
chr15,72999871,72999924,1
chr15,72999924,73000037,2
chr15,73000037,73000094,1
chr15,73000094,73000124,2
chr15,73000124,73000140,1
chr15,73000140,73000145,2
chr15,73000145,73000150,3
chr15,73000150,73000294,4
chr15,73000294,73000310,3
chr15,73000310,73000340,4
chr15,73000340,73000345,3
chr15,73000345,73000350,2
chr15,73000350,73000422,1
chr15,73000422,73000483,2
chr15,73000483,73000493,3
chr15,73000493,73000506,4
chr15,73000506,73000510,5
chr15,73000510,73000579,4
