chrom1,start1,end1,chrom2,start2,end2,name,score,strand1,strand2,samplenumber
chr19,59292662,59312517,chr19,59646894,59650955,,6.51188030944102,.,.,2
chr11,5490445,5498202,chr11,5439375,5445518,,6.50380553930842,.,.,2
chr22,30622186,30624405,chr22,31611002,31612103,,6.50110775288902,.,.,2
chr22,31250308,31257723,chr22,31507374,31508968,,6.4942991076367,.,.,2
chr7,115634608,115644334,chr7,116505959,116511717,,6.48784234563749,.,.,2
chr5,131558029,131566271,chr5,131433094,131436755,,6.45645079434127,.,.,2
chr16,171771,185996,chr16,332111,334891,,6.41341652691073,.,.,2
chr22,31198055,31202511,chr22,30624405,30634383,,6.39622598974645,.,.,2
chr16,44233,50870,chr16,447075,454367,,6.36873470605993,.,.,2
chr7,89625680,89633608,chr7,89727231,89732550,,6.36640814150259,.,.,2
chr16,203355,217804,chr16,332111,334891,,6.36088096398334,.,.,2
chrX,152851751,152867462,chrX,152805972,152808087,,6.35585232012833,.,.,2
chr7,116887586,116899362,chr7,117259873,117278412,,6.34946173651426,.,.,2
chr19,59356566,59359395,chr19,59455903,59464090,,6.27413778895139,.,.,2
chrX,153239474,153250280,chrX,153373187,153384148,,6.2360225223979,.,.,2
chr21,33672534,33683608,chr21,33165873,33179704,,6.22039997954161,.,.,2
chr22,30500492,30518129,chr22,30391138,30394448,,6.20676995646063,.,.,2
chr11,4734657,4745714,chr11,5439375,5445518,,6.20558692143047,.,.,2
chrX,153408517,153424877,chrX,152968284,152976126,,6.20184546740705,.,.,2
chr19,59339599,59345724,chr19,59121219,59128706,,6.18733089957488,.,.,2
chrX,153239474,153250280,chrX,152968284,152976126,,6.18074021552057,.,.,2
chrX,153278853,153288579,chrX,153310805,153325170,,6.14728997767279,.,.,2
chrX,153239474,153250280,chrX,153267522,153278853,,6.13909104117808,.,.,2
chr19,59292662,59312517,chr19,59128706,59131425,,6.12858669331592,.,.,2
chr7,116221965,116241644,chr7,115775575,115782157,,6.1180293572386,.,.,2
chr22,30594718,30608135,chr22,31611002,31612103,,6.09326609597973,.,.,2
chr16,61161174,61165826,chr16,61165826,61167121,,6.06638027213382,.,.,2
chr19,59163517,59190185,chr19,59023585,59038113,,6.06519501841207,.,.,2
chr19,59359483,59369096,chr19,59387352,59395200,,6.05647375770515,.,.,2
chr11,5490445,5498202,chr11,5093799,5096936,,6.05000530982712,.,.,2
chr7,115634608,115644334,chr7,115912493,115917040,,6.04716092377263,.,.,2
chr7,89625680,89633608,chr7,90275618,90291380,,6.02547477077557,.,.,2
chr7,126667740,126673138,chr7,125990352,125995199,,6.02294709839962,.,.,2
chrX,153278853,153288579,chrX,153373187,153384148,,6.02087390756424,.,.,2
chr22,30166635,30177259,chr22,31507374,31508968,,6.01325075208041,.,.,2
chr7,90023425,90034489,chr7,90486577,90494804,,6.01079696819862,.,.,2
chr22,31198055,31202511,chr22,30467554,30475079,,6.00875555604152,.,.,2
chr7,116221965,116241644,chr7,115912493,115917040,,6.00447169945479,.,.,2
chr16,65725,74450,chr16,332111,334891,,6.0005073576764,.,.,2
chr22,30622186,30624405,chr22,31139335,31142035,,5.92718041262899,.,.,2
chr16,171771,185996,chr16,95258,100532,,5.90973489355595,.,.,2
chrX,152840257,152843591,chrX,152767492,152770140,,5.89906595235122,.,.,2
chrX,152851751,152867462,chrX,153001428,153006412,,5.87853372519008,.,.,2
chr22,30166635,30177259,chr22,30467554,30475079,,5.87773717871116,.,.,2
chr11,2142468,2152057,chr11,1751807,1755071,,5.8718736919635,.,.,2
chr7,89625680,89633608,chr7,90486577,90494804,,5.86756783412284,.,.,2
chr16,192187,203355,chr16,95258,100532,,5.84318141988335,.,.,2
chr19,59573963,59585051,chr19,59524384,59527378,,5.81704694489316,.,.,2
chr7,115648831,115658204,chr7,117128742,117144189,,5.80892027816349,.,.,2
chr21,34164473,34178717,chr21,33959058,33969936,,5.80847073492702,.,.,2
chrX,153054962,153061936,chrX,152968284,152976126,,5.80222770763071,.,.,2
chr19,59573963,59585051,chr19,59023585,59038113,,5.79090341245844,.,.,2
chr22,31070683,31080950,chr22,31611002,31612103,,5.78182272044912,.,.,2
chr19,59356566,59359395,chr19,59051049,59052998,,5.78156723795932,.,.,2
chr22,31094253,31114733,chr22,31748971,31757592,,5.76411260839606,.,.,2
chr11,5522850,5527707,chr11,4945434,4958689,,5.76060941409526,.,.,2
chrX,152840257,152843591,chrX,152968284,152976126,,5.75525228976584,.,.,2
chr21,34149279,34159728,chr21,33959058,33969936,,5.72791570978325,.,.,2
chr16,52848,55913,chr16,447075,454367,,5.71014278056879,.,.,2
chr19,59339599,59345724,chr19,59023585,59038113,,5.68942784405914,.,.,2
chr22,30383085,30391138,chr22,30673477,30676868,,5.65356633800805,.,.,2
chr21,33862364,33864236,chr21,33849433,33852290,,5.65193508487368,.,.,2
chrX,153278853,153288579,chrX,152968284,152976126,,5.64339366472248,.,.,2
chrX,153185981,153190717,chrX,152968284,152976126,,5.6416104180789,.,.,2
chr22,30668420,30672898,chr22,30391138,30394448,,5.60226834544073,.,.,2
chr7,116288190,116290571,chr7,117113770,117119446,,5.60212979277056,.,.,2
chr21,33672534,33683608,chr21,33017302,33018984,,5.60133140390064,.,.,2
chr7,113842069,113843139,chr7,114425860,114428310,,5.59294809088665,.,.,2
chr22,31198055,31202511,chr22,30746680,30757569,,5.58799234563323,.,.,2
chr19,59292662,59312517,chr19,59099539,59102741,,5.5630158012568,.,.,2
chr7,115648831,115658204,chr7,116346713,116350123,,5.54672902562216,.,.,2
chr21,34108475,34126891,chr21,33938878,33950717,,5.53610169859465,.,.,2
chr7,89625680,89633608,chr7,89906076,89909970,,5.53313854777837,.,.,2
chr22,31250308,31257723,chr22,31508968,31515617,,5.52763250415387,.,.,2
chr7,89928203,89937465,chr7,90275618,90291380,,5.52526763576437,.,.,2
chr7,116637096,116652178,chr7,117347943,117356272,,5.52340144048848,.,.,2
chr19,59627808,59641287,chr19,59121219,59128706,,5.51279391342734,.,.,2
chrX,153330077,153334906,chrX,153267522,153278853,,5.48610133616638,.,.,2
chr11,116138246,116140039,chr11,116122709,116125630,,5.48404921683851,.,.,2
chrX,153013886,153018495,chrX,152968284,152976126,,5.48370420285559,.,.,2
chr22,30500492,30518129,chr22,31000527,31006849,,5.4783940880986,.,.,2
chr16,203355,217804,chr16,334891,335403,,5.46558289668753,.,.,2
chr11,116242954,116262385,chr11,116365980,116374836,,5.46298311089538,.,.,2
chrX,153190717,153205199,chrX,152968284,152976126,,5.452391368015,.,.,2
chr22,31198055,31202511,chr22,31139335,31142035,,5.44999757749439,.,.,2
chrX,153239474,153250280,chrX,153601320,153607386,,5.43916714581048,.,.,2
chr16,353011,360926,chr16,95258,100532,,5.4377495430335,.,.,2
chr19,59292662,59312517,chr19,59092505,59096248,,5.43316592125371,.,.,2
chr16,353011,360926,chr16,185996,189076,,5.43021829535931,.,.,2
chr7,115634608,115644334,chr7,116552833,116554112,,5.40823017102027,.,.,2
chr21,33672534,33683608,chr21,33123011,33126532,,5.38983640597726,.,.,2
chr5,131284314,131286240,chr5,131433094,131436755,,5.38423415026079,.,.,2
chr19,59354851,59356566,chr19,59455903,59464090,,5.38344238873736,.,.,2
chr21,33672534,33683608,chr21,33262649,33265841,,5.37327057255915,.,.,2
chr7,115678229,115679502,chr7,117451059,117451350,,5.3691497179517,.,.,2
chr21,33672534,33683608,chr21,33230020,33237193,,5.36205645016279,.,.,2
chr22,30383085,30391138,chr22,30805239,30807762,,5.33567300249547,.,.,2
chrX,153408517,153424877,chrX,153310805,153325170,,5.32972934028042,.,.,2
chr7,90062817,90066982,chr7,90481023,90486577,,5.3246398923405,.,.,2
chr7,116221965,116241644,chr7,116791983,116792346,,5.32050955301565,.,.,2
chr22,30166635,30177259,chr22,30266958,30288600,,5.30409454770017,.,.,2
chr22,30500492,30518129,chr22,30467554,30475079,,5.30157204705863,.,.,2
chr22,31782523,31789358,chr22,30467554,30475079,,5.28472677004491,.,.,2
chr21,33876553,33880694,chr21,34193047,34195968,,5.24438749340711,.,.,2
chr19,59155030,59160906,chr19,59051049,59052998,,5.23841049582596,.,.,2
chr7,89928203,89937465,chr7,90481023,90486577,,5.23088795252866,.,.,2
chrX,153239474,153250280,chrX,153042012,153043827,,5.21753376175356,.,.,2
chr19,59369096,59383221,chr19,59524384,59527378,,5.19877610203979,.,.,2
chr19,59065586,59083472,chr19,59455903,59464090,,5.19424719634098,.,.,2
chr19,59573963,59585051,chr19,59349045,59354851,,5.19296949788686,.,.,2
chr22,30594718,30608135,chr22,31748971,31757592,,5.16902221488944,.,.,2
chr7,116221965,116241644,chr7,117373711,117382856,,5.16165512605149,.,.,2
chr22,31250308,31257723,chr22,31554847,31560875,,5.15568201590497,.,.,2
chr19,59573963,59585051,chr19,59051049,59052998,,5.1546253706434,.,.,2
chr22,30492110,30496713,chr22,30624405,30634383,,5.15378802527137,.,.,2
chr11,4734657,4745714,chr11,4945434,4958689,,5.1500165110851,.,.,2
chr22,30807762,30817457,chr22,31427202,31433208,,5.14111966841627,.,.,2
chr16,203355,217804,chr16,95258,100532,,5.12765187211543,.,.,2
chr22,30194703,30221033,chr22,31611002,31612103,,5.1276027355229,.,.,2
chr7,116887586,116899362,chr7,117128742,117144189,,5.12248107360642,.,.,2
chr21,33876553,33880694,chr21,33849433,33852290,,5.10581233609754,.,.,2
chr19,59356566,59359395,chr19,59387352,59395200,,5.09702494013603,.,.,2
chr7,115678229,115679502,chr7,115912493,115917040,,5.0908533734628,.,.,2
chr19,59573963,59585051,chr19,59041023,59049650,,5.08883985460292,.,.,2
chrX,153389483,153408517,chrX,152968284,152976126,,5.08788862967547,.,.,2
chrX,152867462,152883451,chrX,153267522,153278853,,5.08200900610624,.,.,2
chr11,5656890,5663938,chr11,4945434,4958689,,5.07410795464923,.,.,2
chr11,5656890,5663938,chr11,5439375,5445518,,5.06574887730911,.,.,2
chr16,353011,360926,chr16,447075,454367,,5.05960076969903,.,.,2
chr22,31592063,31596567,chr22,31774644,31782523,,5.05510749745443,.,.,2
chr19,59292662,59312517,chr19,59050705,59051049,,5.05405277493711,.,.,2
chr16,203355,217804,chr16,447075,454367,,5.05336839856883,.,.,2
chr7,27132013,27134472,chr7,27049050,27056249,,5.02324782695571,.,.,2
chr19,59369096,59383221,chr19,59349045,59354851,,5.02157068313046,.,.,2
chr19,59573963,59585051,chr19,59220696,59231134,,5.01272308917759,.,.,2
chr19,59292662,59312517,chr19,59234429,59237608,,5.00318655040487,.,.,2
chr16,171771,185996,chr16,334891,335403,,5.00201102701277,.,.,2
chr19,59244631,59255541,chr19,59041023,59049650,,4.99542298106318,.,.,2
chr19,59369096,59383221,chr19,59455903,59464090,,4.98887917655622,.,.,2
chr19,59155030,59160906,chr19,59023585,59038113,,4.98425483548535,.,.,2
chr7,126520526,126524721,chr7,125935921,125937259,,4.96651727202845,.,.,2
chr7,115634608,115644334,chr7,116241644,116247085,,4.95908111359497,.,.,2
chr21,34108475,34126891,chr21,33959058,33969936,,4.95732618270804,.,.,2
chr22,30133954,30137204,chr22,31331296,31332359,,4.94762746317871,.,.,2
chr11,5462304,5471076,chr11,4945434,4958689,,4.94696847719218,.,.,2
chr7,115648831,115658204,chr7,116191665,116201664,,4.92590495436351,.,.,2
chr7,116221965,116241644,chr7,117451059,117451350,,4.92114965901541,.,.,2
chr19,59369096,59383221,chr19,59121219,59128706,,4.91647290061201,.,.,2
chr22,31782523,31789358,chr22,31176948,31190159,,4.9119968070442,.,.,2
chr7,115678229,115679502,chr7,117067435,117070752,,4.90207244186626,.,.,2
chr16,192187,203355,chr16,332111,334891,,4.89402516496875,.,.,2
chr16,171771,185996,chr16,346312,352387,,4.88939220278671,.,.,2
chr11,2142468,2152057,chr11,2052937,2055968,,4.88703163142053,.,.,2
chr7,117220056,117222052,chr7,117451059,117451350,,4.88344278430172,.,.,2
chr19,59627808,59641287,chr19,59524384,59527378,,4.87954023554352,.,.,2
chr22,31592063,31596567,chr22,30467554,30475079,,4.87664842714837,.,.,2
chr7,90023425,90034489,chr7,90086876,90092170,,4.87525415936612,.,.,2
chr16,483474,496515,chr16,100532,104689,,4.86123375245905,.,.,2
chr19,59356566,59359395,chr19,59023585,59038113,,4.84280701031031,.,.,2
chr16,65725,74450,chr16,334891,335403,,4.82987644396291,.,.,2
chr7,116221965,116241644,chr7,116033015,116046180,,4.81528412579032,.,.,2
chrX,153302755,153310805,chrX,153373187,153384148,,4.80925110456587,.,.,2
chr19,59312517,59313816,chr19,59023585,59038113,,4.80831730113947,.,.,2
chrX,153185981,153190717,chrX,153054680,153054962,,4.80811035603879,.,.,2
chr16,167105,171771,chr16,95258,100532,,4.7994110131717,.,.,2
chr11,5677632,5689289,chr11,4945434,4958689,,4.79652745917615,.,.,2
chr7,117220056,117222052,chr7,117222052,117223390,,4.77400687914393,.,.,2
chr22,30342966,30373914,chr22,30687874,30688849,,4.76168049122716,.,.,2
chr16,353011,360926,chr16,100532,104689,,4.75812526579707,.,.,2
chrX,153620662,153633096,chrX,153601320,153607386,,4.75569753633961,.,.,2
chr5,131284314,131286240,chr5,132203164,132214379,,4.75133604638081,.,.,2
chr16,104689,109840,chr16,332111,334891,,4.74781153376431,.,.,2
chr22,30807762,30817457,chr22,31176948,31190159,,4.74608031560295,.,.,2
chr7,90023425,90034489,chr7,90468777,90471667,,4.74157233843636,.,.,2
chr7,116288190,116290571,chr7,116300309,116301217,,4.73919071698256,.,.,2
chr22,30594718,30608135,chr22,30467554,30475079,,4.73596665048911,.,.,2
chr21,34198062,34206887,chr21,33849433,33852290,,4.72365830225398,.,.,2
chr21,34018645,34034485,chr21,33938878,33950717,,4.71962638968744,.,.,2
chr7,117298279,117301976,chr7,116552833,116554112,,4.71446357988659,.,.,2
chr19,59292662,59312517,chr19,59132505,59139797,,4.71418597993461,.,.,2
chr7,116515431,116528143,chr7,117451059,117451350,,4.71169161198178,.,.,2
chr22,31250308,31257723,chr22,31733028,31736283,,4.71030475708441,.,.,2
chr22,30518129,30540582,chr22,31139335,31142035,,4.70980346334339,.,.,2
chr22,31592063,31596567,chr22,31611002,31612103,,4.69726373502374,.,.,2
chrX,152840257,152843591,chrX,153310805,153325170,,4.69719380572884,.,.,2
chr16,104689,109840,chr16,447075,454367,,4.69314432143228,.,.,2
chr22,31198055,31202511,chr22,31507374,31508968,,4.69124206559394,.,.,2
chr5,131935750,131943559,chr5,132150586,132157878,,4.68175832107783,.,.,2
chr7,116515431,116528143,chr7,117128742,117144189,,4.68139184331898,.,.,2
chr21,33814570,33825334,chr21,33492640,33495988,,4.68006785256819,.,.,2
chr7,116221965,116241644,chr7,116805860,116811442,,4.67478417524495,.,.,2
chr16,376973,380162,chr16,447075,454367,,4.66708631031964,.,.,2
chr5,131914719,131920327,chr5,131433094,131436755,,4.65112636935331,.,.,2
chrX,152893832,152907702,chrX,152968284,152976126,,4.63645055316489,.,.,2
chr7,89928203,89937465,chr7,90242129,90262280,,4.63315825414572,.,.,2
chr11,4826416,4827519,chr11,4827519,4828940,,4.61679860544101,.,.,2
chrX,152960928,152968284,chrX,153267522,153278853,,4.60974411324811,.,.,2
chr19,59313816,59334971,chr19,59023585,59038113,,4.59407024123013,.,.,2
chr22,30383085,30391138,chr22,30614948,30617956,,4.59380103335647,.,.,2
chr7,90023425,90034489,chr7,90413087,90413783,,4.59319293136278,.,.,2
chr16,61320000,61320602,chr16,61320602,61321480,,4.59163472368023,.,.,2
chr22,30383085,30391138,chr22,31157003,31160758,,4.59146803643406,.,.,2
chr22,31202511,31204561,chr22,31717274,31719304,,4.58414625329332,.,.,2
chr16,56692,64058,chr16,314540,327242,,4.57799552847609,.,.,2
chr22,30166635,30177259,chr22,30614948,30617956,,4.57699501751826,.,.,2
chrX,153952103,153958781,chrX,153601320,153607386,,4.57054147942461,.,.,2
chr7,115634608,115644334,chr7,116924466,116926564,,4.56151553661056,.,.,2
chr21,33800765,33805350,chr21,33199744,33201449,,4.56069843079518,.,.,2
chr22,31592063,31596567,chr22,31157003,31160758,,4.55455450023847,.,.,2
chr11,5671041,5674710,chr11,5677465,5677632,,4.53982230170798,.,.,2
chr11,2142468,2152057,chr11,2218370,2221973,,4.53914445030451,.,.,2
chr7,116094747,116108495,chr7,117128742,117144189,,4.52598796560519,.,.,2
chrX,152840257,152843591,chrX,152805972,152808087,,4.52439294079354,.,.,2
chr22,31198055,31202511,chr22,31508968,31515617,,4.51558706221237,.,.,2
chrX,153654088,153655885,chrX,153899659,153900035,,4.51187968757175,.,.,2
chr5,132030839,132038305,chr5,132150586,132157878,,4.50929547806303,.,.,2
chr22,30166635,30177259,chr22,30341472,30342966,,4.50611188595117,.,.,2
chr21,34198062,34206887,chr21,32775931,32776431,,4.50339442295738,.,.,2
chrX,152851751,152867462,chrX,152818936,152819328,,4.50295961291087,.,.,2
chr16,171771,185996,chr16,64058,65725,,4.50024204314902,.,.,2
chr7,115634608,115644334,chr7,116160026,116160694,,4.49598035816589,.,.,2
chrX,153389483,153408517,chrX,153310805,153325170,,4.47628537019883,.,.,2
chr19,59339599,59345724,chr19,59524384,59527378,,4.47279640969725,.,.,2
chr7,89625680,89633608,chr7,90242129,90262280,,4.46546761568572,.,.,2
chrX,153354770,153368842,chrX,153310805,153325170,,4.46536275198427,.,.,2
chr7,90023425,90034489,chr7,90542533,90552647,,4.46470657833722,.,.,2
chr22,31250308,31257723,chr22,31538968,31546036,,4.46025711198345,.,.,2
chr7,116221965,116241644,chr7,115644334,115646444,,4.45447203438628,.,.,2
chr19,59292662,59312517,chr19,59096248,59099539,,4.45351969227025,.,.,2
chr19,59155030,59160906,chr19,59121219,59128706,,4.45198472756334,.,.,2
chrX,153013886,153018495,chrX,152942664,152944374,,4.44076551494144,.,.,2
chrX,152851751,152867462,chrX,152942664,152944374,,4.43677652421542,.,.,2
chr22,30664260,30668420,chr22,30391138,30394448,,4.4193024384604,.,.,2
chr7,116438320,116444567,chr7,116552833,116554112,,4.41305807234821,.,.,2
chr7,116542198,116552833,chr7,117015792,117020511,,4.41117307913976,.,.,2
chr16,56692,64058,chr16,95258,100532,,4.41099456696135,.,.,2
chrX,153288579,153301513,chrX,152948925,152950907,,4.39814847123247,.,.,2
chr16,65725,74450,chr16,447075,454367,,4.38989633000202,.,.,2
chr22,31250308,31257723,chr22,31427202,31433208,,4.38023738482857,.,.,2
chr19,59292662,59312517,chr19,59398546,59400757,,4.37026250210048,.,.,2
chr22,31250308,31257723,chr22,31309325,31311394,,4.36578796168117,.,.,2
chr22,30807762,30817457,chr22,30391138,30394448,,4.36158312731664,.,.,2
chr16,56692,64058,chr16,131222,134336,,4.35616802285714,.,.,2
chr22,31592063,31596567,chr22,31219404,31225878,,4.3453489642308,.,.,2
chr7,115634608,115644334,chr7,116033015,116046180,,4.34283975517454,.,.,2
chr19,59359483,59369096,chr19,59551653,59554643,,4.34027259538253,.,.,2
chr19,59292662,59312517,chr19,59090019,59092505,,4.33930642740951,.,.,2
chr22,31250308,31257723,chr22,31662921,31666467,,4.33728838185245,.,.,2
chr11,5671041,5674710,chr11,4989719,4994943,,4.33357689458531,.,.,2
chr7,90023425,90034489,chr7,90481023,90486577,,4.32586267393437,.,.,2
chr7,115634608,115644334,chr7,116320018,116322321,,4.32439026836719,.,.,2
chr19,59292662,59312517,chr19,59220696,59231134,,4.31852261738775,.,.,2
chr11,5207423,5224943,chr11,5346598,5348523,,4.31740831903815,.,.,2
chr19,59619224,59624479,chr19,59455903,59464090,,4.31349389432896,.,.,2
chr7,116094747,116108495,chr7,116552833,116554112,,4.31124268867917,.,.,2
chr22,30500492,30518129,chr22,30624405,30634383,,4.30879838774691,.,.,2
chr16,52848,55913,chr16,314540,327242,,4.30512166161915,.,.,2
chr7,114069682,114075662,chr7,113968489,113973281,,4.30239986023761,.,.,2
chr21,33903027,33914126,chr21,34266974,34276112,,4.29575573677729,.,.,2
chrX,152851751,152867462,chrX,153054680,153054962,,4.28402637662847,.,.,2
chr16,44233,50870,chr16,64058,65725,,4.28017506595055,.,.,2
chr16,61085805,61087469,chr16,61087469,61088263,,4.27652372541007,.,.,2
chr7,27204939,27208838,chr7,27305951,27306292,,4.27527016168096,.,.,2
chr7,90062817,90066982,chr7,90086876,90092170,,4.26446724961784,.,.,2
chr7,115678229,115679502,chr7,116505959,116511717,,4.26144452470808,.,.,2
chr16,192187,203355,chr16,334891,335403,,4.26050688831353,.,.,2
chr7,89625680,89633608,chr7,89756989,89760980,,4.25462245879477,.,.,2
chr19,59312517,59313816,chr19,59051049,59052998,,4.24771747740526,.,.,2
chr16,353011,360926,chr16,91499,95258,,4.24510438996556,.,.,2
chr7,117298279,117301976,chr7,116505959,116511717,,4.24328030590872,.,.,2
chr22,31080950,31091732,chr22,31577041,31583287,,4.23666370405766,.,.,2
chr22,30672898,30673477,chr22,30467554,30475079,,4.23151945975112,.,.,2
chr22,30492110,30496713,chr22,30480875,30484575,,4.22933108196295,.,.,2
chr11,5207423,5224943,chr11,5354907,5363090,,4.22832326362955,.,.,2
chr11,2142468,2152057,chr11,2162690,2164601,,4.22269183290943,.,.,2
chr22,31782523,31789358,chr22,31139335,31142035,,4.2164163572619,.,.,2
chr22,30594718,30608135,chr22,30391138,30394448,,4.21597095569577,.,.,2
chr22,31202511,31204561,chr22,31139335,31142035,,4.20295988918006,.,.,2
chr19,59334971,59339599,chr19,59349045,59354851,,4.20053114009998,.,.,2
chr19,59313816,59334971,chr19,59051049,59052998,,4.19858970777241,.,.,2
chr11,2142468,2152057,chr11,1767291,1769950,,4.19674621600357,.,.,2
chr11,5207423,5224943,chr11,4989719,4994943,,4.19007046005667,.,.,2
chr7,115678229,115679502,chr7,117259873,117278412,,4.19004318498443,.,.,2
chr16,171771,185996,chr16,100532,104689,,4.1882809066817,.,.,2
chr7,115634608,115644334,chr7,116805860,116811442,,4.18178807337345,.,.,2
chr19,59359483,59369096,chr19,59403782,59407364,,4.18008610728451,.,.,2
chr16,56692,64058,chr16,332111,334891,,4.17672200814904,.,.,2
chr7,116221965,116241644,chr7,116397832,116406683,,4.17064168770095,.,.,2
chr19,59292662,59312517,chr19,59464090,59464634,,4.16981769449831,.,.,2
chr7,89928203,89937465,chr7,90468777,90471667,,4.16729821431309,.,.,2
chr22,31250308,31257723,chr22,31763588,31769708,,4.16626134801816,.,.,2
chr7,89625680,89633608,chr7,90369870,90380491,,4.16250847230478,.,.,2
chr21,33814570,33825334,chr21,33849433,33852290,,4.16089796424925,.,.,2
chr19,59359483,59369096,chr19,59121219,59128706,,4.14679743437968,.,.,2
chr7,89928203,89937465,chr7,90462571,90468777,,4.14599715686461,.,.,2
chr7,115711862,115716752,chr7,116586892,116595480,,4.14591008616144,.,.,2
chr5,131953668,131955149,chr5,132224265,132225103,,4.14530269536712,.,.,2
chr22,30492110,30496713,chr22,30634711,30642886,,4.13664471476382,.,.,2
chr7,89625680,89633608,chr7,90160798,90174463,,4.13454533089572,.,.,2
chr22,30383085,30391138,chr22,30797025,30805239,,4.13440989750622,.,.,2
chr16,171771,185996,chr16,447075,454367,,4.12747720065657,.,.,2
chr21,34164473,34178717,chr21,33969936,33975484,,4.12739732863665,.,.,2
chr7,115634608,115644334,chr7,116055533,116058179,,4.12487426679202,.,.,2
chr22,31782523,31789358,chr22,31114733,31117968,,4.12415521492797,.,.,2
chr7,116288190,116290571,chr7,115685035,115687308,,4.11180266885594,.,.,2
chrX,152851751,152867462,chrX,153373187,153384148,,4.11019655921208,.,.,2
chr22,31782523,31789358,chr22,31157003,31160758,,4.10955186712229,.,.,2
chr7,115634608,115644334,chr7,117083343,117088524,,4.10924116913201,.,.,2
chr22,30492110,30496713,chr22,30614948,30617956,,4.10638588399,.,.,2
chr22,30492110,30496713,chr22,30467554,30475079,,4.10144501902062,.,.,2
chrX,153952103,153958781,chrX,153875527,153878450,,4.09386822688672,.,.,2
chr7,115648831,115658204,chr7,116791983,116792346,,4.08506178029042,.,.,2
chr19,59244631,59255541,chr19,59051049,59052998,,4.07507509328767,.,.,2
chr22,30383085,30391138,chr22,30266958,30288600,,4.07504110205915,.,.,2
chr16,65725,74450,chr16,289200,303869,,4.07405045303037,.,.,2
chr7,116391563,116395299,chr7,117177986,117184316,,4.05925934700734,.,.,2
chrX,153762902,153771075,chrX,153601320,153607386,,4.05398985253705,.,.,2
chr22,30383085,30391138,chr22,31206067,31207399,,4.05118086479859,.,.,2
chr22,30500492,30518129,chr22,30266958,30288600,,4.03727516438991,.,.,2
chr22,30133954,30137204,chr22,30467554,30475079,,4.03617833553825,.,.,2
chrX,152840257,152843591,chrX,153373187,153384148,,4.03602577947674,.,.,2
chr16,203355,217804,chr16,64058,65725,,4.03315457601353,.,.,2
chr5,131750216,131752650,chr5,132150586,132157878,,4.03170390587089,.,.,2
chrX,152867462,152883451,chrX,152767492,152770140,,4.02633295327001,.,.,2
chr22,30492110,30496713,chr22,31114733,31117968,,4.02494397306727,.,.,2
chr22,31198055,31202511,chr22,30791576,30797025,,4.0240562841833,.,.,2
chrX,152893832,152907702,chrX,153267522,153278853,,4.02110922123145,.,.,2
chrX,153334906,153354770,chrX,152968284,152976126,,4.0134112442495,.,.,2
chr16,56692,64058,chr16,185996,189076,,4.01155859175221,.,.,2
chr22,31782523,31789358,chr22,30739994,30743914,,4.00744465935414,.,.,2
chr11,5226377,5229003,chr11,5557218,5557319,,3.99733638563113,.,.,2
chr16,44233,50870,chr16,332111,334891,,3.99411487682564,.,.,2
chr19,59359483,59369096,chr19,59349045,59354851,,3.98871626601788,.,.,2
chrX,153227707,153237831,chrX,152968284,152976126,,3.98294925414747,.,.,2
chr19,59573963,59585051,chr19,59121219,59128706,,3.97592532645487,.,.,2
chr5,131906025,131907880,chr5,131293751,131296117,,3.97560310208278,.,.,2
chr21,34198062,34206887,chr21,33199744,33201449,,3.9725199801932,.,.,2
chr22,30383085,30391138,chr22,31698625,31705969,,3.96863751523139,.,.,2
chr19,59573963,59585051,chr19,59387352,59395200,,3.96811033243397,.,.,2
chr21,33741395,33743791,chr21,32985546,32990776,,3.96203496275403,.,.,2
chr22,31250308,31257723,chr22,31705969,31706503,,3.95986486737922,.,.,2
chr22,30492110,30496713,chr22,30391138,30394448,,3.95902443387322,.,.,2
chr21,33741395,33743791,chr21,33097863,33106976,,3.95700141941545,.,.,2
chr22,30924665,30936395,chr22,31484607,31497707,,3.95646687395845,.,.,2
chr7,115678229,115679502,chr7,116791983,116792346,,3.95316985268431,.,.,2
chr7,116331385,116334860,chr7,116552833,116554112,,3.95152032630539,.,.,2
chrX,153190717,153205199,chrX,153054680,153054962,,3.94456390685044,.,.,2
chr19,59529698,59551309,chr19,59455903,59464090,,3.92881951277232,.,.,2
chr7,116542198,116552833,chr7,115598282,115604576,,3.92059058831005,.,.,2
chr7,115634608,115644334,chr7,116176539,116180390,,3.91595457039039,.,.,2
chr7,115678229,115679502,chr7,117173345,117174358,,3.91153523337572,.,.,2
chr7,89625680,89633608,chr7,90452432,90454347,,3.90990895782365,.,.,2
chrX,153642663,153647910,chrX,153601320,153607386,,3.90801883057776,.,.,2
chr11,2142468,2152057,chr11,2008879,2045965,,3.90070480552154,.,.,2
chr22,30500492,30518129,chr22,31774644,31782523,,3.9003201940417,.,.,2
chr22,31190159,31195649,chr22,30467554,30475079,,3.89978818265755,.,.,2
chr19,59573963,59585051,chr19,59403782,59407364,,3.89872476778597,.,.,2
chr19,59356566,59359395,chr19,59524384,59527378,,3.87127655648104,.,.,2
chr22,31250308,31257723,chr22,31583287,31592063,,3.86689742198856,.,.,2
chr19,59244631,59255541,chr19,59121219,59128706,,3.8666455314471,.,.,2
chr19,59292662,59312517,chr19,59400757,59403782,,3.86340554102629,.,.,2
chr22,30383085,30391138,chr22,31286234,31293117,,3.8600924326286,.,.,2
